,,,,,,,,,,,,
Quality Control Table,,,,,,,,,,,,
Kit ID,NMID,Client Label,Sample Type,Volume Filtered,Date Received,DNA Amplified,Sequencing QC,Target OTUs Detected,% Target,% Non-Target,Reported,Comment
SSC-01-01015,30595,2023 N KE P1 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01013,30593,2023 N KE P1 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01012,30592,2023 N KE P1 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01009,30589,2023 N KE P1 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00985,30568,2023 N KE P10 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00996,30578,2023 N KE P10 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01010,30590,2023 N KE P10 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01002,30583,2023 N KE P10 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00998,30580,2023 N KE P10 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01008,30588,2023 N KE P2 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01014,30594,2023 N KE P2 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01011,30591,2023 N KE P2 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00993,30575,2023 N KE P2 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00964,30549,2023 N KE P2 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00963,30548,2023 N KE P3 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00968,30553,2023 N KE P3 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00970,30555,2023 N KE P3 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00978,30561,2023 N KE P3 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00972,30557,2023 N KE P3 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00973,30558,2023 N KE P4 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00987,30570,2023 N KE P4 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00966,30551,2023 N KE P4 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00975,30559,2023 N KE P4 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00981,30564,2023 N KE P4 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00986,30569,2023 N KE P5 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00984,30567,2023 N KE P5 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01004,30585,2023 N KE P5 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01005,30586,2023 N KE P5 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00982,30565,2023 N KE P5 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00965,30550,2023 N KE P6 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00971,30556,2023 N KE P6 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00969,30554,2023 N KE P6 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00967,30552,2023 N KE P6 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00976,30560,2023 N KE P6 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00999,30581,2023 N KE P7 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00997,30579,2023 N KE P7 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00994,30576,2023 N KE P7 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00990,30572,2023 N KE P7 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01001,30582,2023 N KE P7 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00991,30573,2023 N KE P8 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00980,30563,2023 N KE P8 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00983,30566,2023 N KE P8 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00992,30574,2023 N KE P8 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00995,30577,2023 N KE P8 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01003,30584,2023 N KE P9 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00979,30562,2023 N KE P9 S2,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00962,30547,2023 N KE P9 S3,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00989,30571,2023 N KE P9 S4,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01006,30587,2023 N KE P9 S5,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01039,30457,2023 N WE1 P1 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01051,30469,2023 N WE1 P1 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01050,30468,2023 N WE1 P1 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01049,30467,2023 N WE1 P1 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01052,30470,2023 N WE1 P1 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01070,30488,2023 N WE1 P10 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01073,30491,2023 N WE1 P10 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01072,30490,2023 N WE1 P10 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01068,30486,2023 N WE1 P10 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01069,30487,2023 N WE1 P10 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01067,30485,2023 N WE1 P2 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01065,30483,2023 N WE1 P2 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01066,30484,2023 N WE1 P2 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01064,30482,2023 N WE1 P2 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01063,30481,2023 N WE1 P2 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01061,30479,2023 N WE1 P3 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01062,30480,2023 N WE1 P3 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01060,30478,2023 N WE1 P3 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01058,30476,2023 N WE1 P3 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01059,30477,2023 N WE1 P3 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01053,30471,2023 N WE1 P4 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01054,30472,2023 N WE1 P4 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01056,30474,2023 N WE1 P4 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01055,30473,2023 N WE1 P4 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01057,30475,2023 N WE1 P4 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01071,30489,2023 N WE1 P5 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01074,30492,2023 N WE1 P5 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01075,30493,2023 N WE1 P5 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01076,30494,2023 N WE1 P5 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01044,30462,2023 N WE1 P5 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01042,30460,2023 N WE1 P6 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01045,30463,2023 N WE1 P6 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01043,30461,2023 N WE1 P6 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01048,30466,2023 N WE1 P6 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01047,30465,2023 N WE1 P6 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01041,30459,2023 N WE1 P7 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01036,30454,2023 N WE1 P7 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01038,30456,2023 N WE1 P7 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01035,30453,2023 N WE1 P7 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01040,30458,2023 N WE1 P7 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01033,30451,2023 N WE1 P8 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01031,30449,2023 N WE1 P8 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01032,30450,2023 N WE1 P8 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01034,30452,2023 N WE1 P8 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01046,30464,2023 N WE1 P8 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01030,30448,2023 N WE1 P9 S1,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01027,30445,2023 N WE1 P9 S2,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01029,30447,2023 N WE1 P9 S3,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01037,30455,2023 N WE1 P9 S4,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01028,30446,2023 N WE1 P9 S5,Client Sample,NA,25/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01019,31565,2023 N WW CB 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01021,31553,2023 N WW CB 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01268,31573,2023 N WW CB 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01025,31574,2023 N WW CB 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01018,31571,2023 N WW CB 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01270,31560,2023 N WW OS 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01023,31541,2023 N WW OS 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01267,31552,2023 N WW OS 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01266,31542,2023 N WW OS 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01024,31544,2023 N WW OS 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01271,31558,2023 N WW SP 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01285,31564,2023 N WW SP 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01263,31576,2023 N WW SP 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01273,31562,2023 N WW SP 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01282,31577,2023 N WW SP 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01278,31570,2023 N WW W11 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01287,31537,2023 N WW W11 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01280,31567,2023 N WW W11 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00974,31543,2023 N WW W11 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01265,31545,2023 N WW W11 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01276,31580,2023 N WW W17 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01000,31547,2023 N WW W17 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01007,31550,2023 N WW W17 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01272,31559,2023 N WW W17 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01281,31579,2023 N WW W17 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01283,31555,2023 N WW W18 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01288,31556,2023 N WW W18 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01275,31549,2023 N WW W18 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01026,31561,2023 N WW W18 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01269,31538,2023 N WW W18 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00977,31569,2023 N WW W4 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01020,31540,2023 N WW W4 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01284,31548,2023 N WW W4 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01292,31557,2023 N WW W4 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01022,31539,2023 N WW W4 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01277,31563,2023 N WW W7 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01017,31546,2023 N WW W7 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01290,31578,2023 N WW W7 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01289,31554,2023 N WW W7 4,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01291,31575,2023 N WW W7 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01286,31566,2023 N WW WC 1,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01274,31568,2023 N WW WC 2,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01264,31572,2023 N WW WC 3,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01279,31551,2023 N WW WC 5,Client Sample,NA,18/5/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04107,28438,2023 S NF P1 S1 M,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04108,28439,2023 S NF P1 S2 M,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04109,28440,2023 S NF P1 S3 M,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04110,28441,2023 S NF P1 S4 M,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04111,28442,2023 S NF P1 S5 M,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04112,28443,2023 S NF P2 S1 D,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04113,28444,2023 S NF P2 S2 D,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04114,28445,2023 S NF P2 S3 D,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04115,28446,2023 S NF P2 S4 D,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04116,28447,2023 S NF P2 S5 D,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04117,28448,2023 S NF P3 S1 T,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04118,28449,2023 S NF P3 S2 T,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04119,28450,2023 S NF P3 S3 T,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04120,28451,2023 S NF P3 S4 T,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04121,28452,2023 S NF P3 S5 T,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04122,28453,2023 S TW1 P1 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04123,28454,2023 S TW1 P1 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04124,28455,2023 S TW1 P1 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04125,28456,2023 S TW1 P1 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04126,28457,2023 S TW1 P1 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04127,28458,2023 S TW1 P2 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04128,28459,2023 S TW1 P2 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04129,28460,2023 S TW1 P2 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04130,28461,2023 S TW1 P2 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04131,28462,2023 S TW1 P2 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04132,28463,2023 S TW2 P3 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04133,28464,2023 S TW2 P3 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04134,28465,2023 S TW2 P3 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04135,28466,2023 S TW2 P3 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04136,28467,2023 S TW2 P3 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04137,28468,2023 S TW2 P4 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04138,28469,2023 S TW2 P4 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04139,28470,2023 S TW2 P4 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04140,28471,2023 S TW2 P4 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04141,28472,2023 S TW2 P4 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04142,28473,2023 S TW2 P5 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04143,28474,2023 S TW2 P5 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04144,28475,2023 S TW2 P5 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04145,28476,2023 S TW2 P5 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04146,28477,2023 S TW2 P5 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04147,28478,2023 S TW2 P6 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04148,28479,2023 S TW2 P6 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04149,28480,2023 S TW2 P6 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04150,28481,2023 S TW2 P6 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04151,28482,2023 S TW2 P6 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04047,29845,2023 S WH P1 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04048,29846,2023 S WH P1 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04049,29847,2023 S WH P1 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04050,29848,2023 S WH P1 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04051,29849,2023 S WH P1 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04052,29850,2023 S WH P2 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04053,29851,2023 S WH P2 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04054,29852,2023 S WH P2 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04055,29853,2023 S WH P2 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04056,29854,2023 S WH P2 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04057,29855,2023 S WH P3 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04058,29856,2023 S WH P3 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04059,29857,2023 S WH P3 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04060,29858,2023 S WH P3 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04061,29859,2023 S WH P3 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04062,29860,2023 S WH P4 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04063,29861,2023 S WH P4 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04064,29862,2023 S WH P4 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04065,29863,2023 S WH P4 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04066,29864,2023 S WH P4 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04067,29865,2023 S WH P5 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04068,29866,2023 S WH P5 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SOS-01-04069,29867,2023 S WH P5 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
